,customer,gender,income,state,policy_type,customer_lifetime_value,vehicle_class,monthly_premium_auto,total_claim_amount
305,CS26667,M,49078.0,Washington,Special Auto,22332.44,Four-Door Car,97.0,484.01
306,UF73578,M,81082.0,California,Personal Auto,5838.9,Four-Door Car,73.0,281.3
307,OP75571,F,40635.0,Arizona,Personal Auto,8012.84,SUV,102.0,489.6
308,SI60881,F,26351.0,Oregon,Personal Auto,9217.98,SUV,119.0,571.2
309,WU15684,F,42836.0,Nevada,Corporate Auto,3588.88,Four-Door Car,89.0,244.58
310,KR17533,M,40175.0,Oregon,Personal Auto,3954.54,SUV,102.0,154.72
311,IM98086,M,62873.0,California,Personal Auto,3230.58,Four-Door Car,81.0,207.75
312,YT25875,F,50985.0,California,Personal Auto,2776.58,Two-Door Car,71.0,307.69
313,UE52886,M,42803.0,Arizona,Personal Auto,28421.57,Luxury Car,245.0,889.29
314,SQ60915,M,35970.0,Arizona,Corporate Auto,3895.96,Four-Door Car,98.0,470.4
315,GU42084,M,44537.0,Arizona,Corporate Auto,4247.68,Sports Car,106.0,441.91
316,ZH93283,M,13528.0,Arizona,Personal Auto,6005.85,Four-Door Car,86.0,412.8
317,WF51811,F,14030.0,Arizona,Personal Auto,2719.51,Two-Door Car,72.0,345.6
318,NQ67659,F,33190.0,Nevada,Personal Auto,33473.35,SUV,106.0,508.8
319,WB68229,F,21033.0,Arizona,Personal Auto,9320.28,Two-Door Car,118.0,738.98
320,UF84144,M,26285.0,Washington,Corporate Auto,3312.32,Four-Door Car,84.0,403.2
321,GK48045,F,73245.0,Washington,Personal Auto,8214.6,Four-Door Car,68.0,305.12
322,XL66550,M,74365.0,Oregon,Corporate Auto,7769.84,Luxury Car,193.0,926.4
323,AL27471,M,30821.0,Oregon,Personal Auto,3911.12,Four-Door Car,97.0,451.32
324,NG94479,F,69844.0,Arizona,Corporate Auto,2731.52,Four-Door Car,68.0,184.38
325,RT64920,M,55836.0,Oregon,Personal Auto,5875.04,Four-Door Car,73.0,314.94
326,IR58695,M,40352.0,Oregon,Corporate Auto,6188.38,Four-Door Car,77.0,406.37
327,AS93181,F,14985.0,Arizona,Personal Auto,4506.58,Sports Car,116.0,571.32
328,ML23548,F,27458.0,Arizona,Personal Auto,10548.54,Sports Car,131.0,730.37
329,PU71194,F,56343.0,Oregon,Personal Auto,35203.57,Luxury Car,295.0,1612.96
330,QT46430,F,12780.0,California,Personal Auto,8193.75,Sports Car,111.0,225.44
331,WP83694,F,68558.0,California,Personal Auto,5313.44,SUV,131.0,280.9
332,UE19977,F,47747.0,California,Personal Auto,4379.77,Two-Door Car,111.0,165.59
333,WC83942,M,16113.0,Oregon,Corporate Auto,20885.56,Four-Door Car,81.0,494.89
334,CE72177,F,39626.0,California,Personal Auto,5461.55,Four-Door Car,69.0,485.71
335,YI89801,F,49304.0,California,Corporate Auto,2570.24,Four-Door Car,65.0,312.0
336,KB53430,M,27972.0,Oregon,Personal Auto,2227.07,Four-Door Car,61.0,292.8
337,KB50999,F,27568.0,California,Personal Auto,5394.0,Two-Door Car,68.0,278.69
338,JO17193,M,25905.0,Washington,Personal Auto,2300.69,Four-Door Car,63.0,302.4
339,BO42776,M,21442.0,Washington,Corporate Auto,25360.1,SUV,108.0,518.4
340,OZ19432,F,34516.0,Nevada,Special Auto,4374.04,Four-Door Car,113.0,42.95
341,MI65698,F,28354.0,Oregon,Personal Auto,4590.81,Two-Door Car,118.0,320.33
342,SE72928,M,37722.0,California,Personal Auto,9075.77,Sports Car,116.0,158.08
343,QV47358,F,32021.0,Arizona,Personal Auto,8133.16,Four-Door Car,70.0,336.0
344,HR50405,F,13393.0,Oregon,Personal Auto,2869.3,Four-Door Car,73.0,34.71
345,MN53151,M,13624.0,Oregon,Personal Auto,27937.75,Sports Car,117.0,561.6
346,VD64777,F,27800.0,Nevada,Personal Auto,2606.19,Two-Door Car,67.0,321.6
347,EG21289,F,58419.0,California,Personal Auto,7764.27,Luxury Car,191.0,202.47
348,YI85251,M,50407.0,Nevada,Personal Auto,18380.39,Four-Door Car,92.0,352.06
349,PG26401,M,77603.0,Washington,Personal Auto,9191.67,SUV,114.0,547.2
350,NV91476,F,75606.0,California,Personal Auto,9581.28,Four-Door Car,119.0,571.2
351,SJ16410,M,41458.0,Arizona,Personal Auto,7532.26,Four-Door Car,98.0,191.1
352,ZZ22858,F,70619.0,Arizona,Personal Auto,15016.19,Luxury Car,187.0,293.95
353,EZ75048,M,41273.0,California,Personal Auto,3087.25,Four-Door Car,77.0,221.23
354,CN31328,F,46946.0,Arizona,Personal Auto,5480.7,Four-Door Car,70.0,336.0
355,LC77957,M,99180.0,Oregon,Personal Auto,8543.25,SUV,106.0,33.75
356,PT34656,F,55350.0,California,Personal Auto,5380.9,Four-Door Car,67.0,321.6
357,MI99404,M,28215.0,California,Personal Auto,4650.06,Two-Door Car,65.0,468.0
358,AI58313,F,75425.0,Nevada,Personal Auto,36946.06,Sports Car,116.0,663.64
359,VA60020,F,63583.0,Nevada,Special Auto,3314.55,Four-Door Car,83.0,167.4
360,IC11062,F,37995.0,Nevada,Personal Auto,5597.12,SUV,139.0,667.2
361,OO11531,F,37125.0,Nevada,Personal Auto,2540.55,Four-Door Car,63.0,290.91
362,JV80614,M,53357.0,California,Personal Auto,2939.33,Four-Door Car,73.0,55.32
363,IC70693,F,70140.0,California,Corporate Auto,16068.35,Luxury Car,199.0,955.2
364,JY45326,M,52380.0,Oregon,Personal Auto,7360.87,Luxury SUV,186.0,892.8
365,QW17940,M,79292.0,California,Corporate Auto,2700.99,Four-Door Car,67.0,55.39
366,IG94072,F,75425.0,Oregon,Personal Auto,9928.87,Sports Car,123.0,823.8
367,WC28543,M,20992.0,Arizona,Personal Auto,2399.18,Two-Door Car,64.0,307.2
368,DH13219,M,57428.0,Washington,Corporate Auto,3402.78,Four-Door Car,85.0,414.65
369,ET80689,M,92606.0,California,Special Auto,8711.3,SUV,109.0,287.44
370,JD10245,M,86001.0,California,Personal Auto,4358.76,SUV,109.0,523.2
371,XO96556,M,79751.0,Arizona,Personal Auto,2551.23,Two-Door Car,63.0,392.24
372,UJ61336,F,68654.0,Arizona,Personal Auto,5642.75,Four-Door Car,71.0,208.05
373,QX57337,F,92629.0,Oregon,Personal Auto,2842.03,Four-Door Car,72.0,60.85
374,CZ35936,F,54094.0,California,Corporate Auto,8791.44,SUV,112.0,502.99
375,IM41800,M,95419.0,Nevada,Personal Auto,8268.27,Four-Door Car,70.0,336.0
376,GI70742,F,66466.0,Oregon,Personal Auto,8581.64,Four-Door Car,71.0,293.02
377,HQ32112,M,68131.0,Arizona,Personal Auto,5244.4,SUV,130.0,226.61
378,CC85895,F,56481.0,Nevada,Personal Auto,8509.02,SUV,106.0,273.25
379,CF40646,M,70082.0,California,Personal Auto,4743.62,SUV,119.0,571.2
380,RF39856,M,51437.0,Nevada,Corporate Auto,22754.66,SUV,115.0,244.09
381,SW69117,M,27972.0,Oregon,Corporate Auto,6966.32,Two-Door Car,90.0,240.32
382,EI58852,F,24930.0,Arizona,Personal Auto,21205.38,Four-Door Car,76.0,364.8
383,FN61865,F,26245.0,Nevada,Personal Auto,4271.2,Two-Door Car,110.0,44.28
384,LI11560,F,57883.0,California,Personal Auto,5580.82,Four-Door Car,69.0,431.85
385,GE46404,F,58828.0,Oregon,Personal Auto,2709.54,Four-Door Car,68.0,446.75
386,PP26786,M,51906.0,Arizona,Corporate Auto,2890.34,Four-Door Car,73.0,374.86
387,BE55425,M,28095.0,Oregon,Personal Auto,6403.58,Four-Door Car,82.0,393.6
388,SH75038,F,88723.0,California,Personal Auto,5981.38,Two-Door Car,74.0,355.2
389,LD22387,F,53078.0,California,Corporate Auto,6225.02,Four-Door Car,79.0,200.98
390,FF94034,F,88895.0,California,Personal Auto,8496.36,Sports Car,106.0,209.86
391,YK16362,F,60078.0,Arizona,Corporate Auto,10213.99,SUV,127.0,140.82
392,IV35546,F,45820.0,Nevada,Corporate Auto,5741.7,Four-Door Car,71.0,249.74
393,DF71709,M,12439.0,California,Corporate Auto,12624.96,Two-Door Car,115.0,552.0
394,UT61518,M,25998.0,California,Personal Auto,8382.48,Four-Door Car,71.0,791.88
395,PU75847,M,98451.0,Arizona,Personal Auto,4964.67,Four-Door Car,62.0,316.55
396,XA47378,F,23803.0,California,Corporate Auto,2871.44,Two-Door Car,72.0,410.55
397,HV62406,F,26100.0,Oregon,Personal Auto,2482.41,Four-Door Car,67.0,482.4
398,ND87457,M,65252.0,Nevada,Personal Auto,6091.9,Four-Door Car,78.0,482.49
399,TY59231,F,48567.0,California,Personal Auto,5015.01,SUV,130.0,624.0
400,DA54619,F,34337.0,Oregon,Personal Auto,9035.67,Four-Door Car,113.0,542.4
401,OL27257,F,20394.0,Nevada,Personal Auto,4381.88,Two-Door Car,115.0,508.61
402,HB24005,M,31617.0,California,Personal Auto,2347.05,Four-Door Car,62.0,244.27
403,JC80093,M,21104.0,Washington,Personal Auto,2572.51,Four-Door Car,66.0,118.45
404,KN24990,M,37748.0,Arizona,Personal Auto,41491.74,Luxury Car,181.0,868.8
405,BN80677,M,25023.0,Oregon,Corporate Auto,12734.21,Two-Door Car,82.0,397.14
406,ZN59196,F,14108.0,Oregon,Personal Auto,4177.88,Four-Door Car,109.0,523.2
407,PF77449,F,23923.0,Washington,Personal Auto,9824.75,Four-Door Car,82.0,393.6
408,YU86361,F,22705.0,Washington,Personal Auto,19160.99,Luxury SUV,239.0,1294.7
409,DP33625,M,50825.0,Arizona,Personal Auto,8092.88,SUV,102.0,369.61
410,BJ18904,M,14616.0,Arizona,Personal Auto,3964.53,SUV,106.0,575.26
411,ZD44648,M,29504.0,Arizona,Personal Auto,9656.21,SUV,125.0,1224.56
412,QW60568,M,58789.0,California,Corporate Auto,8888.14,Four-Door Car,111.0,215.44
413,XS78545,F,29491.0,Oregon,Personal Auto,7347.41,Four-Door Car,61.0,292.8
414,EU19773,F,78077.0,Arizona,Personal Auto,8578.36,Four-Door Car,107.0,438.07
415,JS58659,M,76558.0,Nevada,Special Auto,8901.47,Four-Door Car,74.0,216.98
416,XK84089,M,78618.0,California,Personal Auto,2619.34,Two-Door Car,66.0,225.58
417,LH91968,M,82664.0,Oregon,Corporate Auto,8838.09,SUV,114.0,133.43
418,NX63627,M,23053.0,Oregon,Personal Auto,10127.77,Sports Car,132.0,780.94
419,ND62955,M,50250.0,Nevada,Personal Auto,4633.45,SUV,117.0,561.6
420,YQ11786,M,32169.0,Oregon,Personal Auto,7796.0,Luxury SUV,199.0,785.82
421,IA91291,F,99069.0,Arizona,Corporate Auto,7985.47,Four-Door Car,66.0,77.44
422,RO89785,M,20978.0,Oregon,Personal Auto,3508.57,Four-Door Car,98.0,1176.28
423,QW40898,F,17576.0,Arizona,Personal Auto,2722.21,Four-Door Car,71.0,398.5
424,ZD40816,M,42297.0,Nevada,Personal Auto,2783.58,Four-Door Car,71.0,200.39
425,TB31268,F,48990.0,Arizona,Personal Auto,8804.54,Four-Door Car,74.0,355.2
426,SX98462,M,16916.0,Oregon,Personal Auto,7155.34,Four-Door Car,64.0,377.51
427,OL82456,M,18375.0,Oregon,Personal Auto,3954.34,Sports Car,103.0,535.08
428,DN14211,M,17150.0,Oregon,Personal Auto,15032.9,Two-Door Car,65.0,689.8
429,ZG12619,F,23815.0,Washington,Personal Auto,8257.67,Four-Door Car,73.0,424.33
430,VH31071,F,21947.0,Arizona,Personal Auto,9256.92,SUV,118.0,566.4
431,ME83611,F,89451.0,Nevada,Personal Auto,2530.71,Four-Door Car,63.0,61.77
432,PH85036,F,79325.0,Washington,Corporate Auto,5482.55,Four-Door Car,68.0,251.29
433,PE54870,M,88454.0,Oregon,Personal Auto,4050.51,SUV,101.0,308.75
434,XN48526,F,20943.0,California,Personal Auto,2627.76,Four-Door Car,69.0,240.0
435,KW52227,M,51972.0,California,Personal Auto,7814.6,Four-Door Car,66.0,316.8
436,JC98569,F,54408.0,Oregon,Personal Auto,6314.58,Four-Door Car,79.0,288.33
437,BG48083,F,23751.0,Nevada,Personal Auto,6386.28,Two-Door Car,82.0,586.92
438,PD19551,F,37612.0,California,Personal Auto,2537.97,Four-Door Car,64.0,307.2
439,BJ13380,F,91603.0,Oregon,Personal Auto,5335.38,Four-Door Car,69.0,472.67
440,WF50693,M,16450.0,Oregon,Corporate Auto,4836.22,SUV,128.0,871.48
441,MA45099,M,50864.0,Oregon,Corporate Auto,6478.8,Four-Door Car,83.0,158.36
442,ZC69696,F,74560.0,Arizona,Personal Auto,35440.14,SUV,110.0,528.0
443,VO43359,M,62488.0,California,Personal Auto,2404.38,Four-Door Car,62.0,200.69
444,OM63954,F,55837.0,California,Personal Auto,9264.57,Two-Door Car,117.0,741.87
445,TM79451,F,97742.0,California,Personal Auto,5367.09,Four-Door Car,67.0,67.65
446,QX67584,F,64125.0,Nevada,Personal Auto,8646.5,SUV,108.0,369.82
447,BH35482,M,70412.0,Washington,Corporate Auto,4930.95,Two-Door Car,61.0,136.29
448,SF46129,M,66267.0,California,Personal Auto,8986.61,Four-Door Car,111.0,1093.71
449,ZF82387,M,40882.0,Oregon,Corporate Auto,10340.46,Two-Door Car,89.0,393.64
450,MD40054,M,34498.0,Oregon,Personal Auto,6369.26,Two-Door Car,83.0,398.4
451,MC11907,F,23228.0,California,Corporate Auto,4831.42,Four-Door Car,64.0,307.2
452,DA57177,F,40864.0,Oregon,Personal Auto,4282.95,SUV,109.0,166.94
453,SU77646,M,46133.0,Oregon,Personal Auto,5718.28,Four-Door Car,73.0,19.63
454,YZ19736,M,46900.0,Arizona,Personal Auto,2580.85,Four-Door Car,66.0,316.8
455,BJ22117,M,53390.0,Washington,Personal Auto,5133.41,Four-Door Car,64.0,279.0
456,UQ60825,F,99185.0,California,Corporate Auto,9369.64,SUV,115.0,449.43
457,ZZ89380,F,62815.0,Oregon,Special Auto,3196.58,Two-Door Car,80.0,47.06
458,LU87443,F,26277.0,Oregon,Personal Auto,4720.61,Four-Door Car,61.0,292.8
459,DG33206,F,41854.0,Washington,Personal Auto,8861.9,Four-Door Car,110.0,481.27
460,MS34991,M,66627.0,Arizona,Personal Auto,6832.37,Four-Door Car,85.0,733.21
461,EE53627,M,12131.0,Oregon,Personal Auto,2242.09,Four-Door Car,64.0,251.45
462,FF84784,M,33317.0,California,Personal Auto,5643.72,Two-Door Car,72.0,345.6
463,QT90140,F,68931.0,Arizona,Personal Auto,5332.46,Four-Door Car,66.0,309.58
464,HV69023,F,19189.0,California,Personal Auto,8281.74,SUV,108.0,518.4
465,RE32481,F,49390.0,California,Personal Auto,7835.93,Luxury Car,195.0,738.05
466,CA79988,M,33124.0,Oregon,Personal Auto,2552.91,Four-Door Car,67.0,80.12
467,DO48071,F,40516.0,California,Personal Auto,2795.41,Two-Door Car,70.0,137.17
468,JC37277,M,34615.0,Oregon,Personal Auto,6886.32,Four-Door Car,87.0,417.6
469,YU80673,F,29894.0,California,Personal Auto,5106.78,Four-Door Car,72.0,16.51
470,BQ51616,F,86732.0,Oregon,Personal Auto,7263.6,Luxury SUV,180.0,204.37
471,XX89213,F,68516.0,Nevada,Corporate Auto,8712.16,Luxury SUV,216.0,95.69
472,JC96695,M,31562.0,California,Personal Auto,9198.69,SUV,115.0,552.0
473,WH36609,F,24477.0,Arizona,Personal Auto,6289.95,Four-Door Car,79.0,379.2
474,DS32060,M,20046.0,California,Personal Auto,6766.56,Two-Door Car,87.0,417.6
475,LK51056,M,78152.0,Arizona,Corporate Auto,4631.01,SUV,114.0,547.2
476,NS19456,F,36067.0,Oregon,Personal Auto,9378.63,Sports Car,117.0,561.6
477,MR60878,F,44362.0,Oregon,Corporate Auto,15762.53,Four-Door Car,66.0,142.11
478,MB32944,M,77350.0,Nevada,Personal Auto,2635.51,Four-Door Car,66.0,316.8
479,FE70473,F,86641.0,Oregon,Personal Auto,5741.73,Two-Door Car,71.0,161.75
480,XB64251,M,72258.0,Oregon,Personal Auto,8414.94,SUV,105.0,12.5
481,WI38796,M,70737.0,Oregon,Corporate Auto,9123.91,SUV,114.0,741.66
482,VJ71087,M,17672.0,Arizona,Personal Auto,3993.88,SUV,110.0,792.0
483,UV43859,F,47297.0,Oregon,Personal Auto,8840.19,SUV,115.0,796.13
484,JP28293,F,57240.0,California,Corporate Auto,6696.9,Four-Door Car,83.0,83.65
485,UV48189,M,28181.0,California,Personal Auto,8476.08,SUV,109.0,523.2
486,ZA34848,F,31275.0,Arizona,Personal Auto,5205.75,Two-Door Car,66.0,316.8
487,GU82757,F,63774.0,California,Corporate Auto,4376.36,Four-Door Car,111.0,60.04
488,KW12214,M,78441.0,Oregon,Personal Auto,12375.02,SUV,103.0,613.87
489,AZ77669,M,91423.0,Oregon,Personal Auto,8696.91,SUV,109.0,435.8
490,FM25704,M,86933.0,Oregon,Corporate Auto,2535.27,Two-Door Car,63.0,269.56
491,UR34922,M,65255.0,California,Personal Auto,5633.74,Four-Door Car,72.0,321.46
492,RA17555,M,41533.0,Oregon,Corporate Auto,5176.73,Four-Door Car,65.0,232.88
493,AW71157,M,50097.0,California,Personal Auto,5531.72,Four-Door Car,71.0,17.48
494,IN91592,F,73858.0,California,Personal Auto,2810.67,Four-Door Car,72.0,422.59
495,WX37953,F,94943.0,Oregon,Personal Auto,2780.73,Four-Door Car,69.0,387.55
496,NL85206,F,72685.0,California,Personal Auto,2572.45,Four-Door Car,68.0,14.46
497,PR23514,M,60184.0,California,Personal Auto,7664.22,Luxury SUV,199.0,161.62
498,MX80067,M,74045.0,California,Personal Auto,2509.27,Four-Door Car,64.0,307.2
499,HR10835,M,52564.0,Nevada,Personal Auto,14566.09,SUV,122.0,42.13
500,FR15942,M,19098.0,Washington,Personal Auto,3220.78,Two-Door Car,87.0,417.6
501,GX22886,M,78784.0,Arizona,Personal Auto,3199.82,Four-Door Car,80.0,239.96
502,YT84266,M,29256.0,Oregon,Personal Auto,4918.92,Four-Door Car,63.0,302.4
503,GH48715,F,77912.0,Arizona,Corporate Auto,5623.76,Four-Door Car,71.0,23.9
504,BN46866,M,45345.0,Oregon,Personal Auto,5677.47,Four-Door Car,72.0,99.04
505,CG94611,M,25630.0,Oregon,Corporate Auto,3016.44,Two-Door Car,86.0,412.8
506,GK94889,M,22280.0,California,Personal Auto,5279.12,Four-Door Car,68.0,169.41
507,UQ13133,M,61567.0,Nevada,Personal Auto,2608.79,Four-Door Car,65.0,39.53
508,DI65961,M,34644.0,Arizona,Personal Auto,7832.57,Four-Door Car,66.0,316.8
509,WQ85760,M,26991.0,California,Corporate Auto,4260.34,SUV,119.0,856.8
510,No35621,M,49746.0,Arizona,Personal Auto,2369.37,Two-Door Car,61.0,624.43
511,TV53243,F,49625.0,Arizona,Corporate Auto,2652.07,Two-Door Car,66.0,261.55
512,WV53081,F,49308.0,Arizona,Corporate Auto,2597.86,Four-Door Car,65.0,150.24
513,LL57541,F,63624.0,California,Personal Auto,7712.44,Four-Door Car,95.0,175.24
514,RP27249,F,80358.0,Oregon,Personal Auto,4698.88,SUV,116.0,443.64
515,OT85112,M,38460.0,Washington,Personal Auto,3403.92,Four-Door Car,88.0,91.55
516,TH70115,M,34835.0,California,Personal Auto,6981.08,Two-Door Car,89.0,294.69
517,WE64781,F,93836.0,Oregon,Corporate Auto,16922.13,Sports Car,139.0,497.35
518,KN27565,M,34075.0,Oregon,Special Auto,7639.67,Luxury SUV,196.0,451.9
519,LE85123,M,35624.0,Oregon,Personal Auto,19237.77,Four-Door Car,66.0,227.45
520,QF76244,F,83218.0,Oregon,Personal Auto,2915.65,Four-Door Car,72.0,245.1
521,PU73561,F,24641.0,Arizona,Personal Auto,4196.43,SUV,105.0,504.0
522,HM38744,M,22828.0,Oregon,Corporate Auto,16473.17,SUV,106.0,508.8
523,EZ77297,M,28729.0,California,Personal Auto,3267.71,Four-Door Car,90.0,338.74
524,DR84843,M,72731.0,Arizona,Personal Auto,2584.53,Four-Door Car,65.0,125.7
525,MV54498,F,59932.0,California,Personal Auto,5503.92,Four-Door Car,71.0,116.6
526,EM85557,F,54292.0,Washington,Personal Auto,8021.07,Four-Door Car,67.0,321.6
527,CE16324,F,59414.0,Nevada,Personal Auto,7288.3,Two-Door Car,91.0,340.32
528,KX75698,M,96587.0,Oregon,Personal Auto,5553.52,SUV,138.0,749.24
529,XF96605,M,94362.0,California,Personal Auto,2957.1,Two-Door Car,74.0,195.41
530,WQ75856,F,84488.0,Oregon,Personal Auto,19643.54,Four-Door Car,61.0,208.89
531,JG35886,F,65085.0,California,Personal Auto,4111.89,Four-Door Car,103.0,480.07
532,QF55724,M,60798.0,California,Personal Auto,2609.53,Four-Door Car,66.0,316.8
533,FD79560,F,30761.0,Arizona,Special Auto,10796.45,Two-Door Car,69.0,331.2
534,KM18818,F,25981.0,Arizona,Personal Auto,2590.65,Two-Door Car,65.0,77.55
535,XA28126,M,67739.0,California,Personal Auto,29199.81,SUV,149.0,270.37
536,LJ93770,F,25581.0,Arizona,Personal Auto,4194.66,SUV,105.0,429.7
537,MK52711,F,99759.0,California,Personal Auto,10314.52,Two-Door Car,65.0,74.46
538,AZ68184,M,76514.0,Washington,Personal Auto,9028.31,SUV,112.0,573.94
539,NN52789,M,18375.0,Arizona,Personal Auto,3954.34,Sports Car,103.0,535.08
540,XC68458,M,21832.0,California,Personal Auto,6089.52,Four-Door Car,84.0,403.2
541,PR22184,F,95330.0,California,Corporate Auto,9135.29,Sports Car,113.0,542.4
542,GA46608,M,25899.0,Oregon,Personal Auto,2500.83,Four-Door Car,63.0,302.4
543,KR10942,F,33201.0,Oregon,Personal Auto,2651.62,Two-Door Car,66.0,314.04
544,AW86033,M,18287.0,California,Personal Auto,2119.89,Two-Door Car,61.0,292.8
545,LM79063,F,76506.0,Arizona,Personal Auto,7155.47,Two-Door Car,89.0,427.2
546,NB30963,M,41859.0,California,Personal Auto,5994.23,Two-Door Car,76.0,166.13
547,AO40386,M,27504.0,Oregon,Personal Auto,22647.22,Four-Door Car,91.0,436.8
548,BN74259,M,45360.0,Arizona,Corporate Auto,2833.8,Four-Door Car,73.0,350.4
549,XV69290,M,49078.0,California,Corporate Auto,22332.44,Four-Door Car,97.0,484.01
550,HN69035,F,91810.0,Arizona,Corporate Auto,2867.21,Four-Door Car,71.0,165.52
551,SI48717,M,70600.0,Oregon,Personal Auto,14435.66,SUV,122.0,636.98
552,PJ67250,F,33554.0,Arizona,Special Auto,5237.48,SUV,131.0,934.66
553,SH85263,M,77642.0,California,Personal Auto,7710.91,Two-Door Car,64.0,282.15
554,WV37081,M,25963.0,California,Personal Auto,5158.58,Four-Door Car,66.0,298.95
555,No61408,F,57452.0,California,Personal Auto,5414.9,SUV,136.0,652.8
556,EP83939,M,91416.0,Arizona,Personal Auto,5575.75,Four-Door Car,69.0,109.9
557,IU17657,M,22000.0,California,Personal Auto,2616.41,Two-Door Car,69.0,383.22
558,EO95166,M,41167.0,Oregon,Personal Auto,4617.84,Four-Door Car,118.0,554.96
559,KK58047,M,53944.0,Oregon,Personal Auto,8583.85,Two-Door Car,71.0,340.8
560,JW62354,F,75648.0,Nevada,Personal Auto,4349.31,SUV,108.0,112.66
561,TT18939,M,29414.0,California,Personal Auto,4729.59,Four-Door Car,64.0,71.3
562,IJ21010,F,48567.0,Arizona,Personal Auto,5015.01,SUV,130.0,624.0
563,PZ31902,F,69276.0,Arizona,Personal Auto,5797.6,Two-Door Car,74.0,201.33
564,IL67915,F,50117.0,Arizona,Corporate Auto,8542.22,Four-Door Car,107.0,462.65
565,VQ76590,M,22828.0,Arizona,Personal Auto,16473.17,SUV,106.0,508.8
566,XP96549,F,20868.0,Oregon,Personal Auto,4429.19,SUV,112.0,537.6
567,VC34797,F,40921.0,California,Corporate Auto,2435.54,Four-Door Car,62.0,10.56
568,QV30663,F,99654.0,Nevada,Personal Auto,9863.5,SUV,121.0,272.79
569,BX51438,M,56218.0,Arizona,Personal Auto,2781.45,Four-Door Car,72.0,302.94
570,DU38713,F,70717.0,Arizona,Personal Auto,5807.99,Two-Door Car,72.0,37.29
571,WQ13284,M,62989.0,California,Personal Auto,8395.27,Four-Door Car,71.0,319.13
572,JB36584,M,41459.0,Arizona,Personal Auto,14333.92,Four-Door Car,71.0,340.8
573,WZ98067,M,42512.0,Oregon,Personal Auto,4049.81,Four-Door Car,105.0,77.48
574,KL14426,F,83288.0,Nevada,Personal Auto,5079.84,SUV,124.0,353.4
575,PG48617,M,46267.0,California,Personal Auto,2895.52,Four-Door Car,72.0,231.97
576,NI68379,M,74424.0,Oregon,Personal Auto,6554.39,Four-Door Car,81.0,388.8
577,PA75237,M,58883.0,Nevada,Corporate Auto,15118.9,Two-Door Car,62.0,432.48
578,LR35392,M,41539.0,Oregon,Personal Auto,9007.43,Four-Door Car,116.0,556.8
579,KC22636,F,33881.0,California,Personal Auto,5488.93,Four-Door Car,68.0,65.66
580,IJ98317,F,86448.0,California,Personal Auto,7234.14,Four-Door Car,90.0,59.85
581,DY49235,F,25237.0,Arizona,Personal Auto,5205.75,Four-Door Car,69.0,378.35
582,GB59748,F,49419.0,Arizona,Personal Auto,6207.17,Four-Door Car,77.0,203.3
583,MP68135,M,90414.0,Oregon,Personal Auto,6615.82,Four-Door Car,83.0,398.4
584,CZ56843,M,39930.0,California,Personal Auto,9708.5,Four-Door Car,86.0,412.8
585,DJ47372,M,23202.0,California,Personal Auto,10831.13,Four-Door Car,96.0,460.8
586,XZ51937,F,79487.0,California,Personal Auto,4626.8,SUV,114.0,547.2
587,IZ27630,M,68423.0,Oregon,Personal Auto,6748.23,Two-Door Car,85.0,324.41
588,IM14119,F,84495.0,Arizona,Special Auto,2542.06,Two-Door Car,63.0,302.4
